finding_count_total,finding_count_bug,finding_count_security,finding_count_code_smell,finding_count_high_severity,finding_count_medium_severity,finding_count_low_severity,bandit_finding_count,semgrep_finding_count,cyclomatic_complexity_max,cyclomatic_complexity_avg,maintainability_index,nesting_depth_max,sloc,function_length_max,function_length_avg,dangerous_sink_count,hardcoded_secret_count,import_risk_flag,has_test_file,label
0,0,0,0,0,0,0,0,0,4.0,3.23,39.32,0,24,21,17.5,0,0,1,0,low
3,1,2,0,1,1,1,2,1,11.0,6.33,60.05,4,87,58,50.0,0,0,0,0,high
5,2,2,1,2,2,1,4,1,19.0,14.33,66.35,6,40,30,30.0,1,0,0,0,critical
3,2,1,0,1,2,0,1,2,13.0,12.06,67.81,4,75,38,27.0,1,0,1,0,high
4,0,3,1,2,1,1,4,0,8.0,6.78,13.75,3,31,54,54.0,1,0,1,0,high
0,0,0,0,0,0,0,0,0,1.0,0.96,10.86,1,12,22,14.333333333333334,0,0,0,0,low
5,2,2,1,0,3,2,1,4,8.0,5.77,65.48,4,60,41,41.0,0,0,0,0,medium
1,0,1,0,1,0,0,0,1,18.0,9.88,64.42,3,100,62,40.666666666666664,1,0,0,0,critical
3,0,3,0,1,0,2,3,0,16.0,13.61,41.46,3,107,65,63.0,1,0,0,0,critical
2,0,1,1,0,0,2,1,1,2.0,1.35,64.13,2,8,0,0.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,4.0,2.13,31.23,3,14,30,19.0,0,0,0,0,low
2,0,0,2,0,0,2,0,2,6.0,3.8,82.24,3,41,29,21.0,0,0,0,0,low
5,2,2,1,2,2,1,0,5,18.0,14.25,22.79,7,130,66,44.5,1,0,0,0,critical
4,0,4,0,3,0,1,2,2,15.0,13.72,69.15,6,142,54,41.333333333333336,0,0,0,0,critical
2,0,1,1,0,0,2,1,1,2.0,1.07,24.6,1,42,9,9.0,0,0,1,0,low
4,0,3,1,3,0,1,1,3,16.0,8.79,22.25,7,139,45,45.0,1,0,1,0,critical
5,0,3,2,1,2,2,3,2,11.0,8.8,62.25,5,28,48,34.0,1,0,0,0,high
0,0,0,0,0,0,0,0,0,6.0,4.06,24.85,3,40,26,18.333333333333332,0,0,0,0,low
3,0,2,1,2,0,1,2,1,15.0,11.11,34.99,6,69,58,52.333333333333336,1,0,1,0,critical
1,0,1,0,0,0,1,1,0,5.0,4.21,78.37,1,39,24,21.0,0,0,0,0,low
7,0,5,2,3,2,2,3,4,10.0,9.17,70.47,6,46,55,53.5,1,0,0,0,critical
5,1,3,1,2,1,2,2,3,10.0,5.18,82.4,4,27,56,40.333333333333336,0,0,0,0,high
0,0,0,0,0,0,0,0,0,1.0,0.75,21.24,3,10,9,9.0,0,0,1,0,low
0,0,0,0,0,0,0,0,0,1.0,0.59,46.58,0,25,0,0.0,0,0,0,0,low
3,0,3,0,2,0,1,3,0,5.0,3.71,42.92,3,57,54,54.0,1,0,0,0,high
4,0,2,2,1,1,2,2,2,9.0,6.33,38.16,3,97,27,27.0,0,0,0,0,high
3,1,1,1,0,2,1,1,2,8.0,5.29,52.63,4,31,38,38.0,0,0,0,0,medium
3,0,3,0,0,2,1,0,3,5.0,3.61,30.0,2,20,45,34.5,0,0,0,0,medium
1,0,0,1,0,0,1,0,1,5.0,3.77,63.39,0,37,0,0.0,0,0,0,0,low
3,0,3,0,3,0,0,0,3,15.0,12.2,62.79,4,128,75,54.75,1,0,0,0,critical
3,2,1,0,1,2,0,0,3,20.0,14.42,29.92,5,93,44,32.0,1,0,0,0,critical
2,1,1,0,0,2,0,1,1,3.0,1.69,13.43,3,80,24,24.0,0,0,0,0,medium
4,1,2,1,0,3,1,2,2,6.0,5.17,38.26,2,43,33,22.0,0,0,0,0,medium
2,0,1,1,0,0,2,0,2,4.0,3.6,17.89,3,27,7,7.0,0,0,0,0,low
4,0,4,0,2,0,2,1,3,14.0,12.33,33.57,4,84,46,36.5,1,0,0,0,critical
1,0,1,0,1,0,0,1,0,20.0,19.24,64.93,7,91,41,36.5,0,0,1,0,critical
2,1,1,0,0,2,0,1,1,4.0,3.47,42.54,1,44,25,23.0,0,0,0,0,medium
1,0,1,0,0,0,1,1,0,2.0,1.78,40.2,1,32,28,23.5,0,0,1,0,low
1,0,1,0,1,0,0,1,0,14.0,10.32,72.45,2,35,28,24.5,0,3,0,0,high
3,1,1,1,0,2,1,1,2,6.0,5.45,14.58,1,16,42,32.333333333333336,0,0,0,0,medium
4,1,1,2,0,2,2,3,1,7.0,6.6,51.53,2,66,34,32.5,0,0,0,0,medium
3,0,3,0,1,2,0,2,1,12.0,10.28,34.91,3,33,44,44.0,1,0,1,0,high
3,1,2,0,2,1,0,1,2,9.0,4.84,71.78,7,102,70,48.0,1,0,0,0,critical
3,0,3,0,2,1,0,0,3,8.0,6.67,44.38,3,73,71,48.0,1,0,0,0,critical
3,0,3,0,3,0,0,0,3,15.0,12.18,53.84,4,62,72,56.75,0,0,0,0,critical
3,0,3,0,3,0,0,3,0,19.0,15.64,48.44,5,124,77,61.5,0,0,0,0,critical
2,0,2,0,1,1,0,1,1,11.0,7.87,28.92,6,66,78,54.0,0,0,1,0,critical
3,0,2,1,1,0,2,2,1,10.0,7.28,22.8,3,110,72,56.0,1,0,0,0,critical
7,0,6,1,3,2,2,3,4,8.0,7.99,80.94,5,128,72,61.333333333333336,0,0,0,0,critical
2,0,2,0,0,0,2,1,1,2.0,1.64,49.07,3,17,24,17.666666666666668,0,0,0,0,low
1,0,1,0,0,1,0,1,0,4.0,2.2,79.63,3,18,45,34.666666666666664,0,0,0,0,medium
3,0,2,1,1,1,1,1,2,6.0,4.78,80.5,3,32,60,44.333333333333336,0,0,0,0,high
4,2,1,1,0,3,1,4,0,8.0,7.99,19.92,3,46,41,37.5,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,1.0,0.84,20.73,1,42,26,21.5,0,0,1,0,low
0,0,0,0,0,0,0,0,0,3.0,2.68,73.81,3,18,30,18.0,0,0,0,0,low
3,1,1,1,1,1,1,1,2,16.0,10.91,42.7,5,133,59,49.0,0,0,1,0,critical
4,1,2,1,1,2,1,2,2,18.0,13.59,13.41,5,78,73,65.0,1,0,0,0,critical
3,0,3,0,2,1,0,2,1,13.0,8.72,60.09,4,55,70,47.0,1,0,0,0,critical
4,1,3,0,2,2,0,1,3,11.0,9.17,22.77,2,80,46,45.0,1,0,1,0,high
3,0,2,1,1,0,2,1,2,17.0,10.88,26.66,5,141,78,57.25,2,0,0,0,critical
4,0,4,0,3,0,1,2,2,9.0,7.96,28.76,6,146,29,29.0,0,0,0,0,critical
4,0,4,0,3,0,1,2,2,14.0,8.87,68.91,3,48,32,32.0,1,0,0,0,critical
3,1,1,1,1,1,1,2,1,18.0,10.45,61.51,6,56,72,57.0,2,0,0,0,critical
5,2,1,2,1,2,2,2,3,12.0,7.08,18.13,5,88,20,20.0,1,0,1,0,high
7,1,6,0,3,2,2,5,2,9.0,6.78,37.99,4,120,33,33.0,0,0,1,0,critical
4,2,1,1,0,3,1,2,2,9.0,5.3,45.32,3,69,32,32.0,0,0,0,0,medium
6,0,6,0,2,2,2,4,2,5.0,2.86,57.05,3,25,32,26.0,0,3,0,0,high
3,1,2,0,0,2,1,3,0,6.0,3.09,30.31,4,48,25,25.0,0,0,1,0,medium
1,0,1,0,0,0,1,1,0,2.0,1.54,72.73,2,15,13,13.0,0,0,1,0,low
2,0,1,1,0,0,2,0,2,3.0,2.96,35.7,1,40,21,12.0,0,0,0,0,low
1,0,0,1,0,0,1,0,1,1.0,0.7,43.12,2,35,30,22.5,0,0,0,0,low
1,0,1,0,1,0,0,1,0,13.0,7.03,75.15,2,55,51,35.0,0,2,0,0,high
5,3,1,1,0,3,2,2,3,7.0,5.06,40.73,1,46,48,35.0,0,0,0,0,medium
3,0,3,0,2,0,1,1,2,6.0,5.18,22.65,4,89,52,33.666666666666664,1,0,0,0,high
2,0,1,1,0,0,2,1,1,1.0,0.62,25.45,0,25,0,0.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,6.0,4.41,47.23,0,41,0,0.0,0,0,0,0,low
3,0,3,0,2,0,1,1,2,16.0,13.93,27.95,7,64,59,37.666666666666664,0,0,0,0,critical
1,0,0,1,0,0,1,0,1,3.0,2.86,66.45,0,11,27,16.0,0,0,0,0,low
1,0,1,0,0,1,0,1,0,7.0,5.26,48.89,3,52,29,20.0,0,0,0,0,medium
6,0,5,1,2,2,2,4,2,10.0,5.82,84.33,3,60,34,30.5,1,0,0,0,high
1,1,0,0,0,1,0,1,0,3.0,2.77,49.68,1,45,33,33.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,2.0,1.03,63.11,2,30,0,0.0,0,0,0,0,low
3,0,2,1,0,2,1,2,1,4.0,3.51,26.49,3,76,32,31.0,0,0,0,0,medium
2,0,0,2,0,0,2,2,0,6.0,4.0,17.11,2,14,10,10.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,1.0,0.54,62.19,0,14,24,24.0,0,0,0,0,low
2,0,2,0,1,1,0,1,1,13.0,6.77,66.89,2,23,45,31.0,0,2,0,0,high
4,2,2,0,2,2,0,2,2,8.0,5.35,49.23,7,120,75,68.5,0,0,0,0,critical
1,0,1,0,0,0,1,1,0,6.0,5.94,22.56,0,47,0,0.0,0,0,0,0,low
2,0,1,1,0,1,1,1,1,4.0,2.39,22.72,1,16,41,41.0,0,0,0,0,medium
1,0,1,0,0,0,1,1,0,1.0,0.7,72.64,1,29,0,0.0,0,0,0,0,low
4,0,4,0,0,3,1,2,2,3.0,2.04,47.97,1,50,35,34.0,0,0,1,0,medium
2,0,2,0,2,0,0,1,1,14.0,13.49,66.2,5,32,36,36.0,0,0,0,0,high
7,2,4,1,3,2,2,4,3,19.0,12.73,20.78,4,37,50,44.5,2,0,0,0,critical
2,0,0,2,0,0,2,1,1,1.0,0.79,62.57,2,24,0,0.0,0,0,1,0,low
0,0,0,0,0,0,0,0,0,3.0,1.74,49.42,2,42,0,0.0,0,0,0,0,low
4,0,3,1,1,2,1,0,4,17.0,9.17,31.99,3,63,79,51.0,2,0,0,0,critical
1,0,1,0,0,0,1,0,1,2.0,1.85,77.27,2,49,28,28.0,0,0,0,0,low
2,0,1,1,1,0,1,0,2,18.0,17.53,78.87,5,47,68,43.0,1,0,1,0,critical
2,0,0,2,0,0,2,1,1,6.0,5.97,17.09,0,30,22,19.0,0,0,0,0,low
1,0,1,0,0,1,0,1,0,7.0,5.49,62.21,2,58,39,31.333333333333332,0,0,0,0,medium
2,0,2,0,1,1,0,0,2,18.0,14.91,63.52,6,125,55,38.25,1,0,1,0,critical
2,0,1,1,1,0,1,2,0,9.0,8.69,39.24,7,63,61,43.0,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,6.0,3.46,55.53,0,13,23,23.0,0,0,1,0,low
4,0,3,1,3,0,1,2,2,9.0,5.29,51.91,5,79,59,41.75,1,0,0,0,critical
4,1,2,1,2,1,1,2,2,7.0,4.44,26.13,5,81,58,34.25,1,0,0,0,high
1,1,0,0,0,1,0,1,0,10.0,9.42,21.67,1,68,50,33.333333333333336,0,0,0,0,medium
2,0,2,0,2,0,0,0,2,10.0,6.89,38.91,2,58,50,45.0,0,2,0,0,high
5,0,4,1,3,0,2,1,4,19.0,18.05,59.08,7,63,80,71.5,0,0,1,0,critical
4,2,2,0,2,2,0,0,4,14.0,8.96,50.63,2,24,25,25.0,1,0,1,0,high
3,0,2,1,0,1,2,2,1,9.0,8.23,45.51,3,22,46,35.0,0,0,0,0,medium
4,1,2,1,0,3,1,3,1,7.0,6.53,54.78,3,51,35,27.5,0,0,0,0,medium
1,0,0,1,0,0,1,1,0,2.0,1.81,61.26,3,9,0,0.0,0,0,0,0,low
2,1,1,0,0,2,0,1,1,9.0,9.0,44.64,1,24,49,49.0,0,0,1,0,medium
3,2,1,0,0,3,0,3,0,6.0,5.48,69.82,1,69,43,28.666666666666668,0,0,0,0,medium
1,0,1,0,0,0,1,1,0,4.0,3.5,11.66,0,9,17,17.0,0,0,0,0,low
2,0,0,2,0,0,2,1,1,1.0,0.64,14.11,3,5,15,9.333333333333334,0,0,0,0,low
3,0,2,1,1,1,1,3,0,12.0,10.98,32.7,3,82,76,50.5,1,0,0,0,critical
1,0,0,1,0,0,1,0,1,4.0,3.09,47.14,0,50,22,22.0,0,0,0,0,low
5,1,2,2,1,2,2,1,4,10.0,6.41,16.25,4,36,50,41.0,1,0,1,0,high
3,0,2,1,1,1,1,2,1,11.0,8.68,81.97,5,77,22,22.0,1,0,1,0,high
2,0,0,2,0,0,2,1,1,2.0,1.95,78.69,3,27,23,16.0,0,0,0,0,low
3,0,3,0,3,0,0,0,3,20.0,13.42,44.48,6,120,62,45.666666666666664,2,0,0,0,critical
5,1,3,1,2,2,1,2,3,9.0,6.54,83.72,3,36,67,45.5,0,0,1,0,critical
3,1,2,0,0,1,2,1,2,5.0,4.07,60.98,1,46,40,30.666666666666668,0,0,0,0,medium
3,1,2,0,2,1,0,1,2,13.0,7.89,47.63,3,43,29,29.0,0,2,0,0,high
1,0,0,1,0,0,1,0,1,4.0,2.52,43.89,2,26,21,18.0,0,0,0,0,low
3,2,1,0,1,2,0,2,1,9.0,4.69,10.98,5,31,48,45.0,0,3,0,0,high
3,0,2,1,2,0,1,3,0,19.0,10.96,84.43,7,77,72,59.0,1,0,1,0,critical
1,0,1,0,1,0,0,1,0,9.0,6.19,20.89,5,62,42,33.333333333333336,1,0,1,0,high
2,0,2,0,1,0,1,2,0,10.0,8.76,81.91,4,31,37,37.0,1,0,0,0,high
3,1,2,0,0,1,2,2,1,8.0,4.66,17.94,3,32,22,22.0,0,0,1,0,medium
5,0,3,2,2,1,2,3,2,12.0,10.09,60.86,2,21,59,49.666666666666664,1,0,1,0,high
3,2,1,0,0,2,1,1,2,5.0,3.86,67.19,4,68,29,29.0,0,0,0,0,medium
4,0,4,0,0,3,1,3,1,7.0,5.18,39.16,1,71,41,35.0,0,0,0,0,medium
3,1,1,1,1,1,1,1,2,8.0,4.55,73.87,7,118,37,37.0,1,0,0,0,critical
3,1,2,0,0,3,0,0,3,3.0,2.97,40.92,4,29,48,48.0,0,0,0,0,medium
1,0,1,0,0,0,1,0,1,1.0,0.9,73.72,3,39,0,0.0,0,0,0,0,low
4,2,2,0,1,2,1,2,2,6.0,5.82,68.66,5,64,60,42.75,1,0,1,0,high
1,0,1,0,0,0,1,0,1,3.0,2.58,20.57,1,23,30,20.0,0,0,0,0,low
4,2,2,0,2,2,0,2,2,8.0,5.33,74.91,5,40,51,32.333333333333336,1,0,0,0,high
3,1,0,2,0,1,2,1,2,8.0,5.26,25.19,1,48,41,38.333333333333336,0,0,0,0,medium
2,0,0,2,0,0,2,1,1,3.0,2.32,28.91,1,16,28,18.666666666666668,0,0,1,0,low
3,0,2,1,2,0,1,2,1,10.0,7.97,58.85,2,96,46,23.75,1,0,0,0,high
1,0,1,0,0,0,1,0,1,6.0,4.28,27.58,3,41,14,11.0,0,0,1,0,low
4,0,4,0,2,2,0,2,2,18.0,12.25,74.64,6,56,40,40.0,1,0,0,0,critical
5,1,4,0,3,2,0,0,5,16.0,11.02,79.96,5,91,68,59.0,1,0,0,0,critical
3,1,2,0,1,2,0,1,2,9.0,8.99,44.7,2,23,21,20.5,1,0,1,0,high
1,0,1,0,1,0,0,1,0,11.0,8.03,15.73,7,131,46,46.0,1,0,1,0,critical
5,2,2,1,2,2,1,2,3,5.0,4.76,38.69,2,46,53,36.333333333333336,0,2,0,0,high
4,0,4,0,2,1,1,3,1,18.0,12.98,30.49,5,40,62,54.5,1,0,0,0,critical
4,0,4,0,2,1,1,2,2,7.0,6.49,23.82,4,51,40,34.0,0,1,0,0,high
3,1,1,1,0,2,1,0,3,4.0,2.21,60.06,1,63,16,16.0,0,0,0,0,medium
4,1,3,0,2,1,1,2,2,15.0,13.66,48.65,6,57,75,59.75,1,0,0,0,critical
1,0,1,0,0,1,0,0,1,8.0,4.27,27.28,1,18,22,16.0,0,0,1,0,medium
5,1,2,2,1,2,2,0,5,14.0,8.13,40.87,5,72,74,74.0,0,0,0,0,critical
2,1,1,0,0,2,0,1,1,5.0,4.81,15.09,3,59,12,12.0,0,0,0,0,medium
1,1,0,0,0,1,0,1,0,10.0,6.19,57.81,4,58,44,37.333333333333336,0,0,0,0,medium
2,0,2,0,2,0,0,2,0,13.0,10.4,42.89,4,96,69,69.0,2,0,0,0,critical
0,0,0,0,0,0,0,0,0,5.0,3.62,53.95,1,37,0,0.0,0,0,0,0,low
3,0,2,1,1,0,2,1,2,8.0,7.9,81.74,2,36,41,41.0,1,0,0,0,high
1,0,0,1,0,0,1,1,0,4.0,3.84,15.04,3,46,0,0.0,0,0,0,0,low
5,0,4,1,3,1,1,3,2,17.0,8.97,84.78,5,98,63,49.0,1,0,0,0,critical
1,0,1,0,1,0,0,1,0,12.0,6.07,30.49,7,45,68,46.0,1,0,0,0,critical
5,2,3,0,2,2,1,1,4,20.0,10.0,12.6,5,100,48,47.0,1,0,0,0,critical
5,1,4,0,2,2,1,1,4,14.0,13.23,65.19,6,59,62,46.0,0,0,0,0,critical
5,2,2,1,0,3,2,1,4,5.0,3.17,21.45,2,27,49,48.5,0,0,0,0,medium
1,0,0,1,0,0,1,0,1,1.0,0.51,17.84,3,23,7,7.0,0,0,0,0,low
3,1,2,0,2,1,0,0,3,17.0,15.45,24.98,6,48,79,79.0,1,0,0,0,critical
3,0,3,0,3,0,0,1,2,9.0,8.39,16.69,5,81,69,52.0,0,0,0,0,critical
1,0,0,1,0,0,1,0,1,5.0,3.71,42.31,2,28,0,0.0,0,0,0,0,low
1,0,1,0,0,0,1,0,1,2.0,1.15,83.1,0,15,0,0.0,0,0,0,0,low
4,1,2,1,0,3,1,2,2,5.0,3.66,68.64,1,44,50,44.5,0,0,1,0,medium
4,0,4,0,3,1,0,1,3,16.0,15.5,23.4,3,114,73,73.0,0,0,0,0,critical
4,0,3,1,3,0,1,3,1,18.0,17.73,59.21,7,64,41,41.0,0,0,0,0,critical
5,2,3,0,2,2,1,3,2,11.0,7.18,50.62,5,43,57,57.0,0,3,0,0,high
3,0,2,1,1,1,1,2,1,18.0,17.17,16.71,5,55,61,40.666666666666664,1,0,0,0,critical
1,1,0,0,0,1,0,1,0,8.0,6.61,60.18,4,60,20,14.0,0,0,0,0,medium
2,0,2,0,1,1,0,0,2,7.0,6.99,64.0,5,90,42,28.0,0,2,0,0,high
1,0,1,0,0,1,0,1,0,6.0,4.67,31.29,2,33,21,21.0,0,0,1,0,medium
1,0,0,1,0,0,1,0,1,3.0,2.2,48.52,2,32,7,7.0,0,0,0,0,low
5,0,4,1,2,1,2,3,2,10.0,9.58,24.0,3,71,58,45.333333333333336,1,0,1,0,high
4,1,3,0,0,2,2,1,3,8.0,7.67,82.83,1,58,43,28.666666666666668,0,0,0,0,medium
5,0,5,0,3,0,2,3,2,18.0,10.59,67.6,5,45,72,54.0,0,0,0,0,critical
7,0,6,1,3,2,2,3,4,9.0,6.51,37.7,6,37,50,41.5,2,0,0,0,critical
7,1,6,0,3,2,2,3,4,13.0,10.39,69.19,5,147,69,54.75,2,0,0,0,critical
1,0,1,0,0,0,1,0,1,4.0,3.23,36.28,3,43,5,5.0,0,0,0,0,low
6,2,4,0,2,2,2,5,1,5.0,3.98,52.09,4,80,49,31.5,1,0,1,0,high
2,0,1,1,1,0,1,1,1,9.0,5.46,74.31,3,49,52,48.5,1,0,1,0,high
4,2,2,0,2,2,0,1,3,9.0,8.08,52.5,2,44,54,39.333333333333336,1,0,1,0,high
0,0,0,0,0,0,0,0,0,1.0,0.88,11.94,2,19,28,16.5,0,0,0,0,low
5,0,5,0,1,2,2,3,2,6.0,5.76,21.78,5,90,40,40.0,0,1,0,0,high
0,0,0,0,0,0,0,0,0,2.0,1.77,14.2,1,46,27,24.0,0,0,0,0,low
4,1,3,0,1,2,1,2,2,6.0,3.99,16.75,2,30,18,18.0,0,1,0,0,high
1,0,1,0,1,0,0,1,0,17.0,16.64,16.48,4,114,65,65.0,0,0,0,0,critical
6,2,4,0,3,2,1,3,3,19.0,14.59,20.51,3,73,32,32.0,1,0,0,0,critical
1,0,1,0,0,0,1,1,0,5.0,3.51,71.9,2,46,18,13.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,3.0,2.76,42.29,1,31,0,0.0,0,0,0,0,low
2,0,1,1,0,0,2,0,2,1.0,0.77,76.69,2,25,28,24.0,0,0,0,0,low
2,0,0,2,0,0,2,1,1,6.0,3.86,66.34,0,40,0,0.0,0,0,1,0,low
3,0,3,0,1,2,0,2,1,14.0,8.48,60.02,5,44,42,30.0,1,0,1,0,high
6,1,3,2,2,2,2,5,1,6.0,5.04,34.19,4,53,51,39.666666666666664,0,3,0,0,high
3,0,3,0,2,0,1,1,2,10.0,8.51,78.46,4,91,67,53.5,1,0,0,0,critical
1,0,1,0,0,0,1,1,0,4.0,3.69,52.58,1,43,24,20.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,3.0,1.58,22.45,3,14,25,21.0,0,0,0,0,low
2,2,0,0,0,2,0,1,1,10.0,6.04,17.38,1,43,41,37.0,0,0,0,0,medium
2,0,0,2,0,0,2,1,1,6.0,5.66,38.38,0,18,18,18.0,0,0,0,0,low
2,0,1,1,0,0,2,0,2,6.0,5.04,10.17,3,6,27,19.5,0,0,0,0,low
2,0,2,0,2,0,0,1,1,6.0,4.81,69.95,4,45,60,39.0,1,0,1,0,high
5,0,4,1,3,1,1,3,2,12.0,7.87,76.92,5,48,30,27.0,0,0,0,0,critical
6,1,3,2,2,2,2,5,1,8.0,7.87,15.61,4,57,60,35.25,1,0,1,0,high
1,0,1,0,0,1,0,0,1,5.0,4.76,62.53,4,64,39,24.666666666666668,0,0,1,0,medium
4,0,3,1,0,3,1,1,3,10.0,5.8,79.79,3,44,36,29.0,0,0,1,0,medium
2,2,0,0,0,2,0,1,1,7.0,4.49,64.56,4,19,28,24.5,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,2.0,1.18,35.75,0,41,26,26.0,0,0,0,0,low
1,0,1,0,0,0,1,0,1,6.0,5.51,41.03,1,36,28,28.0,0,0,0,0,low
3,0,3,0,1,1,1,1,2,11.0,10.34,66.74,3,58,30,30.0,1,0,0,0,high
1,0,0,1,0,0,1,1,0,1.0,0.89,25.11,1,27,8,8.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,4.0,2.65,16.33,3,28,30,30.0,0,0,0,0,low
6,0,4,2,2,2,2,3,3,16.0,11.62,17.31,7,128,65,58.75,0,0,0,0,critical
0,0,0,0,0,0,0,0,0,5.0,3.69,72.99,1,50,26,17.5,0,0,0,0,low
2,0,0,2,0,0,2,0,2,2.0,1.75,55.36,1,25,19,18.0,0,0,0,0,low
4,0,3,1,1,1,2,1,3,10.0,7.82,55.77,4,78,53,38.5,1,0,0,0,critical
4,2,2,0,0,3,1,2,2,5.0,2.77,55.56,2,33,50,34.333333333333336,0,0,0,0,medium
3,1,1,1,1,1,1,3,0,7.0,5.23,76.95,2,30,55,39.5,0,1,0,0,high
2,1,1,0,1,1,0,0,2,12.0,11.85,17.15,2,92,55,38.333333333333336,0,0,0,0,high
1,0,1,0,0,0,1,1,0,3.0,1.96,43.78,0,45,26,18.0,0,0,0,0,low
3,1,2,0,0,3,0,2,1,5.0,2.98,49.17,2,36,49,37.0,0,0,0,0,medium
1,0,1,0,0,0,1,0,1,5.0,2.56,13.43,0,34,0,0.0,0,0,0,0,low
5,2,2,1,2,2,1,1,4,14.0,7.09,60.56,3,54,80,54.25,1,0,0,0,critical
5,1,4,0,2,1,2,1,4,14.0,11.23,55.02,5,93,57,49.0,1,0,1,0,high
0,0,0,0,0,0,0,0,0,4.0,2.73,69.88,1,24,6,6.0,0,0,1,0,low
3,1,2,0,0,1,2,3,0,8.0,6.43,70.03,1,44,41,38.333333333333336,0,0,0,0,medium
5,0,5,0,2,2,1,2,3,13.0,8.16,23.01,4,123,29,27.5,1,0,0,0,critical
2,0,1,1,1,0,1,1,1,13.0,8.87,33.72,5,108,56,56.0,0,0,0,0,critical
2,1,0,1,0,1,1,1,1,7.0,4.22,62.16,4,36,28,19.666666666666668,0,0,0,0,medium
4,3,1,0,0,3,1,2,2,3.0,2.18,80.43,1,62,50,39.333333333333336,0,0,0,0,medium
5,0,5,0,1,2,2,2,3,15.0,13.38,47.75,7,145,76,76.0,1,0,0,0,critical
1,0,1,0,0,0,1,0,1,2.0,1.64,36.02,1,47,13,13.0,0,0,0,0,low
2,0,2,0,1,1,0,2,0,11.0,6.03,46.0,5,51,60,48.0,1,0,0,0,critical
5,0,4,1,3,0,2,3,2,14.0,9.22,52.77,7,108,76,51.0,1,0,0,0,critical
3,0,3,0,3,0,0,2,1,19.0,17.27,63.47,7,106,59,45.25,0,0,0,0,critical
1,0,1,0,0,0,1,0,1,5.0,2.94,82.05,3,14,19,12.333333333333334,0,0,0,0,low
3,0,2,1,1,0,2,2,1,8.0,7.0,70.97,3,100,32,32.0,1,0,1,0,high
0,0,0,0,0,0,0,0,0,2.0,1.85,36.56,2,23,15,14.0,0,0,0,0,low
3,2,1,0,0,2,1,2,1,7.0,3.62,23.85,2,37,35,35.0,0,0,0,0,medium
3,1,2,0,0,3,0,2,1,7.0,4.62,15.6,2,48,23,23.0,0,0,1,0,medium
3,0,3,0,3,0,0,1,2,19.0,17.91,16.65,4,39,60,43.333333333333336,1,0,1,0,critical
1,0,0,1,0,0,1,0,1,2.0,1.39,38.78,3,10,12,12.0,0,0,0,0,low
4,0,4,0,2,2,0,3,1,5.0,4.12,57.45,3,51,15,15.0,0,1,0,0,high
3,1,1,1,0,2,1,2,1,3.0,1.9,54.13,2,32,24,24.0,0,0,0,0,medium
4,0,4,0,1,2,1,1,3,20.0,11.69,56.09,4,41,80,63.0,1,0,0,0,critical
4,1,3,0,3,1,0,2,2,18.0,15.91,61.06,7,54,68,65.66666666666667,2,0,0,0,critical
2,1,1,0,0,2,0,0,2,3.0,1.88,11.41,4,56,50,40.0,0,0,0,0,medium
6,1,4,1,2,2,2,2,4,10.0,8.49,49.57,5,91,58,42.75,1,0,1,0,high
3,1,2,0,0,2,1,0,3,5.0,4.99,25.97,4,62,25,25.0,0,0,0,0,medium
4,0,4,0,2,2,0,2,2,7.0,4.18,21.64,3,95,46,46.0,1,0,1,0,high
2,1,1,0,1,1,0,2,0,10.0,8.33,72.19,4,95,29,29.0,1,0,1,0,high
5,2,3,0,3,2,0,3,2,20.0,13.89,84.7,5,39,44,44.0,1,0,0,0,critical
1,0,0,1,0,0,1,0,1,6.0,4.01,35.38,3,34,0,0.0,0,0,0,0,low
3,0,3,0,2,1,0,0,3,8.0,7.4,31.49,5,82,52,40.5,1,0,1,0,high
3,1,2,0,1,2,0,1,2,15.0,9.09,50.98,5,32,67,60.5,1,0,0,0,critical
2,0,0,2,0,0,2,2,0,4.0,2.99,27.29,1,31,9,9.0,0,0,0,0,low
4,3,1,0,0,3,1,2,2,7.0,4.89,58.35,2,69,11,11.0,0,0,0,0,medium
1,0,0,1,0,0,1,1,0,3.0,2.76,69.39,2,48,0,0.0,0,0,0,0,low
1,0,1,0,0,0,1,0,1,1.0,0.87,11.56,3,15,24,18.666666666666668,0,0,0,0,low
5,0,4,1,3,0,2,0,5,18.0,11.4,42.25,4,103,35,29.5,1,0,0,0,critical
1,0,0,1,0,0,1,1,0,4.0,3.18,41.04,1,37,25,24.5,0,0,1,0,low
6,0,6,0,2,2,2,5,1,7.0,6.43,32.25,3,61,55,47.5,1,0,0,0,high
5,0,5,0,2,1,2,3,2,10.0,7.73,49.35,2,63,46,35.25,1,0,1,0,high
4,1,3,0,1,2,1,2,2,9.0,7.32,57.88,4,26,24,24.0,0,2,0,0,high
